season,match_name,home_team,away_team,bowling_team,venue,fullName,overs,maidens,conceded,wickets,economyRate,dots,foursConceded,sixesConceded,wides,noballs
2019,DC v RCB,DC,RCB,RCB,"Arun Jaitley Stadium, Delhi",Umesh Yadav,4,0,39,1,9.75,8,6,1,0,0
2019,DC v RCB,DC,RCB,RCB,"Arun Jaitley Stadium, Delhi",Washington Sundar,4,0,29,1,7.25,7,3,0,0,0
2019,DC v RCB,DC,RCB,RCB,"Arun Jaitley Stadium, Delhi",Yuzvendra Chahal,4,0,41,2,10.25,10,2,4,0,0
2019,DC v RCB,DC,RCB,RCB,"Arun Jaitley Stadium, Delhi",Navdeep Saini,4,0,44,1,11,10,5,3,0,0
2019,DC v RCB,DC,RCB,RCB,"Arun Jaitley Stadium, Delhi",Marcus Stoinis,3,0,24,0,8,3,1,1,0,0
2019,DC v RCB,DC,RCB,RCB,"Arun Jaitley Stadium, Delhi",Shivam Dube,1,0,5,0,5,1,0,0,0,0
2019,DC v RCB,DC,RCB,DC,"Arun Jaitley Stadium, Delhi",Ishant Sharma,4,0,40,1,10,9,5,2,0,0
2019,DC v RCB,DC,RCB,DC,"Arun Jaitley Stadium, Delhi",Axar Patel,4,0,26,1,6.5,8,0,2,0,0
2019,DC v RCB,DC,RCB,DC,"Arun Jaitley Stadium, Delhi",Sandeep Lamichhane,3,0,36,0,12,1,3,2,0,0
2019,DC v RCB,DC,RCB,DC,"Arun Jaitley Stadium, Delhi",Kagiso Rabada,4,0,31,2,7.75,10,3,1,1,0
2019,DC v RCB,DC,RCB,DC,"Arun Jaitley Stadium, Delhi",Amit Mishra,4,0,29,2,7.25,8,1,1,1,0
2019,DC v RCB,DC,RCB,DC,"Arun Jaitley Stadium, Delhi",Sherfane Rutherford,1,0,6,1,6,1,0,0,0,0
2019,KKR v MI,KKR,MI,MI,"Eden Gardens, Kolkata",Barinder Sran,2,0,27,0,13.5,4,4,1,0,0
2019,KKR v MI,KKR,MI,MI,"Eden Gardens, Kolkata",Krunal Pandya,3,0,27,0,9,5,3,1,0,0
2019,KKR v MI,KKR,MI,MI,"Eden Gardens, Kolkata",Lasith Malinga,4,0,48,0,12,7,7,2,0,0
2019,KKR v MI,KKR,MI,MI,"Eden Gardens, Kolkata",Jasprit Bumrah,4,0,44,0,11,6,4,2,1,1
2019,KKR v MI,KKR,MI,MI,"Eden Gardens, Kolkata",Rahul Chahar,4,0,54,1,13.5,7,2,6,1,0
2019,KKR v MI,KKR,MI,MI,"Eden Gardens, Kolkata",Hardik Pandya,3,0,31,1,10.33,8,1,3,3,0
2019,KKR v MI,KKR,MI,KKR,"Eden Gardens, Kolkata",Sandeep Warrier,4,0,29,0,7.25,11,2,2,0,0
2019,KKR v MI,KKR,MI,KKR,"Eden Gardens, Kolkata",Sunil Narine,4,0,44,2,11,8,4,3,0,0
2019,KKR v MI,KKR,MI,KKR,"Eden Gardens, Kolkata",Harry Gurney,4,0,37,2,9.25,9,4,2,0,0
2019,KKR v MI,KKR,MI,KKR,"Eden Gardens, Kolkata",Andre Russell,4,0,25,2,6.25,10,1,1,0,0
2019,KKR v MI,KKR,MI,KKR,"Eden Gardens, Kolkata",Piyush Chawla,4,0,57,1,14.25,6,3,6,0,0
2019,SRH v KXIP,SRH,KXIP,KXIP,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Arshdeep Singh,4,0,42,1,10.5,7,6,0,3,0
2019,SRH v KXIP,SRH,KXIP,KXIP,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Mujeeb Ur Rahman,4,0,66,0,16.5,4,5,4,3,0
2019,SRH v KXIP,SRH,KXIP,KXIP,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Mohammed Shami,4,0,36,2,9,4,2,1,1,0
2019,SRH v KXIP,SRH,KXIP,KXIP,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Ravichandran Ashwin,4,0,30,2,7.5,5,1,1,1,0
2019,SRH v KXIP,SRH,KXIP,KXIP,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Murugan Ashwin,4,0,32,1,8,5,1,1,2,0
2019,SRH v KXIP,SRH,KXIP,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Khaleel Ahmed,4,0,40,3,10,10,4,2,3,0
2019,SRH v KXIP,SRH,KXIP,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bhuvneshwar Kumar,4,0,34,0,8.5,12,2,2,1,0
2019,SRH v KXIP,SRH,KXIP,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sandeep Sharma,4,0,33,2,8.25,7,3,1,2,0
2019,SRH v KXIP,SRH,KXIP,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rashid Khan,4,0,21,3,5.25,12,1,1,0,0
2019,SRH v KXIP,SRH,KXIP,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Abhishek Sharma,1,0,11,0,11,0,1,0,0,1
2019,SRH v KXIP,SRH,KXIP,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Mohammad Nabi,3,0,28,0,9.33,7,0,3,0,0
2019,RCB v RR,RCB,RR,RR,"M.Chinnaswamy Stadium, Bengaluru",Varun Aaron,1,0,23,0,23,0,2,2,0,0
2019,RCB v RR,RCB,RR,RR,"M.Chinnaswamy Stadium, Bengaluru",Shreyas Gopal,1,0,12,3,12,3,1,1,0,0
2019,RCB v RR,RCB,RR,RR,"M.Chinnaswamy Stadium, Bengaluru",Riyan Parag,1,0,10,1,10,1,1,0,0,0
2019,RCB v RR,RCB,RR,RR,"M.Chinnaswamy Stadium, Bengaluru",Jaydev Unadkat,1,0,9,1,9,2,1,0,0,0
2019,RCB v RR,RCB,RR,RR,"M.Chinnaswamy Stadium, Bengaluru",Oshane Thomas,1,0,6,2,6,4,1,0,0,1
2019,RCB v RR,RCB,RR,RCB,"M.Chinnaswamy Stadium, Bengaluru",Umesh Yadav,1,0,10,0,10,4,1,1,0,0
2019,RCB v RR,RCB,RR,RCB,"M.Chinnaswamy Stadium, Bengaluru",Navdeep Saini,1,0,12,0,12,2,1,1,0,0
2019,RCB v RR,RCB,RR,RCB,"M.Chinnaswamy Stadium, Bengaluru",Kulwant Khejroliya,1,0,17,0,17,2,1,2,0,0
2019,RCB v RR,RCB,RR,RCB,"M.Chinnaswamy Stadium, Bengaluru",Yuzvendra Chahal,0.2,0,0,1,0,2,0,0,0,0
2019,CSK v DC,CSK,DC,DC,"MA Chidambaram Stadium, Chepauk, Chennai",Trent Boult,4,0,37,0,9.25,11,2,3,1,0
2019,CSK v DC,CSK,DC,DC,"MA Chidambaram Stadium, Chepauk, Chennai",Jagadeesha Suchith,4,0,28,2,7,11,3,1,0,0
2019,CSK v DC,CSK,DC,DC,"MA Chidambaram Stadium, Chepauk, Chennai",Chris Morris,4,0,47,1,11.75,9,8,1,1,1
2019,CSK v DC,CSK,DC,DC,"MA Chidambaram Stadium, Chepauk, Chennai",Axar Patel,3,0,31,1,10.33,6,3,2,0,0
2019,CSK v DC,CSK,DC,DC,"MA Chidambaram Stadium, Chepauk, Chennai",Amit Mishra,3,0,16,0,5.33,6,1,0,0,0
2019,CSK v DC,CSK,DC,DC,"MA Chidambaram Stadium, Chepauk, Chennai",Sherfane Rutherford,2,0,19,0,9.5,1,0,1,2,0
2019,CSK v DC,CSK,DC,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Deepak Chahar,3,0,32,1,10.66,6,4,1,0,0
2019,CSK v DC,CSK,DC,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Harbhajan Singh,4,0,28,1,7,10,2,1,0,0
2019,CSK v DC,CSK,DC,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Imran Tahir,3.2,0,12,4,3.6,12,1,0,0,0
2019,CSK v DC,CSK,DC,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Ravindra Jadeja,3,0,9,3,3,9,0,0,0,0
2019,CSK v DC,CSK,DC,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Dwayne Bravo,3,0,18,0,6,6,2,0,0,0
2019,MI v SRH,MI,SRH,SRH,"Wankhede Stadium, Mumbai",Bhuvneshwar Kumar,4,0,29,1,7.25,10,4,0,1,0
2019,MI v SRH,MI,SRH,SRH,"Wankhede Stadium, Mumbai",Khaleel Ahmed,4,0,42,3,10.5,9,5,2,0,0
2019,MI v SRH,MI,SRH,SRH,"Wankhede Stadium, Mumbai",Mohammad Nabi,4,0,24,1,6,9,1,1,0,0
2019,MI v SRH,MI,SRH,SRH,"Wankhede Stadium, Mumbai",Rashid Khan,4,0,21,0,5.25,11,1,1,0,0
2019,MI v SRH,MI,SRH,SRH,"Wankhede Stadium, Mumbai",Basil Thampi,4,0,40,0,10,8,4,2,0,1
2019,MI v SRH,MI,SRH,MI,"Wankhede Stadium, Mumbai",Barinder Sran,2,0,24,0,12,3,3,1,1,0
2019,MI v SRH,MI,SRH,MI,"Wankhede Stadium, Mumbai",Lasith Malinga,4,0,43,0,10.75,8,5,2,0,0
2019,MI v SRH,MI,SRH,MI,"Wankhede Stadium, Mumbai",Jasprit Bumrah,4,0,31,2,7.75,9,5,0,0,0
2019,MI v SRH,MI,SRH,MI,"Wankhede Stadium, Mumbai",Rahul Chahar,4,0,21,0,5.25,10,2,0,0,0
2019,MI v SRH,MI,SRH,MI,"Wankhede Stadium, Mumbai",Krunal Pandya,4,0,22,2,5.5,6,1,0,1,0
2019,MI v SRH,MI,SRH,MI,"Wankhede Stadium, Mumbai",Hardik Pandya,2,0,20,2,10,4,0,2,0,0
2019,KXIP v KKR,KXIP,KKR,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Sandeep Warrier,4,0,31,2,7.75,9,5,0,0,0
2019,KXIP v KKR,KXIP,KKR,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Harry Gurney,4,0,41,1,10.25,8,3,2,0,0
2019,KXIP v KKR,KXIP,KKR,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Sunil Narine,4,0,29,0,7.25,6,1,1,0,0
2019,KXIP v KKR,KXIP,KKR,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Andre Russell,3,0,29,1,9.66,8,4,1,1,0
2019,KXIP v KKR,KXIP,KKR,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Piyush Chawla,4,0,43,0,10.75,4,2,3,0,0
2019,KXIP v KKR,KXIP,KKR,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Nitish Rana,1,0,8,1,8,3,0,1,0,0
2019,KXIP v KKR,KXIP,KKR,KXIP,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Mohammed Shami,3,0,15,1,5,9,2,0,0,0
2019,KXIP v KKR,KXIP,KKR,KXIP,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Arshdeep Singh,2,0,24,0,12,4,3,1,0,0
2019,KXIP v KKR,KXIP,KKR,KXIP,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Ravichandran Ashwin,4,0,38,1,9.5,9,2,3,1,0
2019,KXIP v KKR,KXIP,KKR,KXIP,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Andrew Tye,3,0,41,1,13.66,4,3,3,2,0
2019,KXIP v KKR,KXIP,KKR,KXIP,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Murugan Ashwin,2,0,24,0,12,0,2,1,0,0
2019,KXIP v KKR,KXIP,KKR,KXIP,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Sam Curran,4,0,41,0,10.25,6,4,1,2,0
2019,DC v RR,DC,RR,DC,"Arun Jaitley Stadium, Delhi",Trent Boult,4,0,27,2,6.75,10,0,2,3,0
2019,DC v RR,DC,RR,DC,"Arun Jaitley Stadium, Delhi",Ishant Sharma,4,0,38,3,9.5,12,5,1,2,0
2019,DC v RR,DC,RR,DC,"Arun Jaitley Stadium, Delhi",Axar Patel,4,0,16,0,4,12,1,0,0,0
2019,DC v RR,DC,RR,DC,"Arun Jaitley Stadium, Delhi",Amit Mishra,4,0,17,3,4.25,11,1,0,0,0
2019,DC v RR,DC,RR,DC,"Arun Jaitley Stadium, Delhi",Keemo Paul,3.1,0,15,0,4.73,8,1,0,1,0
2019,DC v RR,DC,RR,DC,"Arun Jaitley Stadium, Delhi",Sherfane Rutherford,0.5,0,2,0,2.4,3,0,0,0,0
2019,DC v RR,DC,RR,RR,"Arun Jaitley Stadium, Delhi",Krishnappa Gowtham,4,0,16,0,4,9,0,0,0,0
2019,DC v RR,DC,RR,RR,"Arun Jaitley Stadium, Delhi",Varun Aaron,2,0,21,0,10.5,2,1,1,1,0
2019,DC v RR,DC,RR,RR,"Arun Jaitley Stadium, Delhi",Oshane Thomas,1,0,13,0,13,2,3,0,0,0
2019,DC v RR,DC,RR,RR,"Arun Jaitley Stadium, Delhi",Ish Sodhi,3.1,1,26,3,8.21,11,1,3,0,0
2019,DC v RR,DC,RR,RR,"Arun Jaitley Stadium, Delhi",Shreyas Gopal,4,0,21,2,5.25,13,0,2,0,0
2019,DC v RR,DC,RR,RR,"Arun Jaitley Stadium, Delhi",Riyan Parag,1,0,14,0,14,2,0,2,0,0
2019,DC v RR,DC,RR,RR,"Arun Jaitley Stadium, Delhi",Stuart Binny,1,0,6,0,6,0,0,0,0,0
2019,RCB v SRH,RCB,SRH,RCB,"M.Chinnaswamy Stadium, Bengaluru",Umesh Yadav,4,0,46,0,11.5,8,4,3,0,1
2019,RCB v SRH,RCB,SRH,RCB,"M.Chinnaswamy Stadium, Bengaluru",Navdeep Saini,4,0,39,2,9.75,9,5,1,0,0
2019,RCB v SRH,RCB,SRH,RCB,"M.Chinnaswamy Stadium, Bengaluru",Yuzvendra Chahal,4,0,24,1,6,10,3,0,1,0
2019,RCB v SRH,RCB,SRH,RCB,"M.Chinnaswamy Stadium, Bengaluru",Kulwant Khejroliya,4,0,29,1,7.25,9,1,2,1,0
2019,RCB v SRH,RCB,SRH,RCB,"M.Chinnaswamy Stadium, Bengaluru",Washington Sundar,3,0,24,3,8,8,1,2,0,0
2019,RCB v SRH,RCB,SRH,RCB,"M.Chinnaswamy Stadium, Bengaluru",Colin de Grandhomme,1,0,12,0,12,0,0,1,0,0
2019,RCB v SRH,RCB,SRH,SRH,"M.Chinnaswamy Stadium, Bengaluru",Bhuvneshwar Kumar,4,0,24,2,6,12,2,1,1,0
2019,RCB v SRH,RCB,SRH,SRH,"M.Chinnaswamy Stadium, Bengaluru",Khaleel Ahmed,4,0,37,3,9.25,8,4,1,4,0
2019,RCB v SRH,RCB,SRH,SRH,"M.Chinnaswamy Stadium, Bengaluru",Rashid Khan,4,0,44,1,11,9,1,5,1,0
2019,RCB v SRH,RCB,SRH,SRH,"M.Chinnaswamy Stadium, Bengaluru",Mohammad Nabi,2.2,0,26,0,11.14,2,3,1,0,0
2019,RCB v SRH,RCB,SRH,SRH,"M.Chinnaswamy Stadium, Bengaluru",Basil Thampi,4,0,29,0,7.25,5,3,0,0,0
2019,RCB v SRH,RCB,SRH,SRH,"M.Chinnaswamy Stadium, Bengaluru",Vijay Shankar,1,0,16,0,16,0,3,0,1,0
2019,KXIP v CSK,KXIP,CSK,KXIP,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Harpreet Brar,3,0,24,0,8,7,1,2,0,0
2019,KXIP v CSK,KXIP,CSK,KXIP,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Mohammed Shami,3,0,17,2,5.66,8,2,0,0,0
2019,KXIP v CSK,KXIP,CSK,KXIP,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Sam Curran,4,0,35,3,8.75,8,2,2,1,0
2019,KXIP v CSK,KXIP,CSK,KXIP,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Ravichandran Ashwin,4,0,23,0,5.75,7,2,0,0,0
2019,KXIP v CSK,KXIP,CSK,KXIP,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Andrew Tye,3,0,37,0,12.33,2,5,1,0,0
2019,KXIP v CSK,KXIP,CSK,KXIP,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Murugan Ashwin,3,0,33,0,11,3,4,1,0,0
2019,KXIP v CSK,KXIP,CSK,CSK,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Deepak Chahar,4,0,28,0,7,14,4,1,0,0
2019,KXIP v CSK,KXIP,CSK,CSK,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Harbhajan Singh,4,0,57,3,14.25,8,5,5,1,0
2019,KXIP v CSK,KXIP,CSK,CSK,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Dwayne Bravo,4,0,27,0,6.75,8,1,0,4,0
2019,KXIP v CSK,KXIP,CSK,CSK,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Imran Tahir,4,0,36,0,9,9,2,3,0,0
2019,KXIP v CSK,KXIP,CSK,CSK,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Ravindra Jadeja,2,0,16,1,8,5,1,1,0,0
2019,MI v KKR,MI,KKR,MI,"Wankhede Stadium, Mumbai",Mitchell McClenaghan,4,1,19,0,4.75,13,0,1,3,0
2019,MI v KKR,MI,KKR,MI,"Wankhede Stadium, Mumbai",Krunal Pandya,4,0,14,0,3.5,11,0,0,1,0
2019,MI v KKR,MI,KKR,MI,"Wankhede Stadium, Mumbai",Lasith Malinga,4,0,35,3,8.75,11,1,3,3,0
2019,MI v KKR,MI,KKR,MI,"Wankhede Stadium, Mumbai",Jasprit Bumrah,4,0,31,2,7.75,12,2,2,0,1
2019,MI v KKR,MI,KKR,MI,"Wankhede Stadium, Mumbai",Rahul Chahar,1,0,12,0,12,4,0,2,0,0
2019,MI v KKR,MI,KKR,MI,"Wankhede Stadium, Mumbai",Hardik Pandya,3,0,20,2,6.66,9,0,2,0,0
2019,MI v KKR,MI,KKR,KKR,"Wankhede Stadium, Mumbai",Sandeep Warrier,4,0,25,0,6.25,10,1,1,0,1
2019,MI v KKR,MI,KKR,KKR,"Wankhede Stadium, Mumbai",Harry Gurney,3,0,20,0,6.66,7,2,0,1,0
2019,MI v KKR,MI,KKR,KKR,"Wankhede Stadium, Mumbai",Andre Russell,2.1,0,34,0,15.69,3,3,3,0,0
2019,MI v KKR,MI,KKR,KKR,"Wankhede Stadium, Mumbai",Sunil Narine,4,0,33,0,8.25,9,4,1,1,0
2019,MI v KKR,MI,KKR,KKR,"Wankhede Stadium, Mumbai",Prasidh Krishna,3,0,22,1,7.33,8,4,0,0,0
2019,MI v CSK,MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",Lasith Malinga,3,0,26,0,8.66,7,1,2,1,1
2019,MI v CSK,MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",Krunal Pandya,4,0,21,1,5.25,13,3,0,0,0
2019,MI v CSK,MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",Rahul Chahar,4,0,14,2,3.5,13,1,0,0,0
2019,MI v CSK,MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",Jayant Yadav,3,0,25,1,8.33,8,1,2,0,1
2019,MI v CSK,MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",Jasprit Bumrah,4,0,31,0,7.75,6,3,0,0,1
2019,MI v CSK,MI,CSK,MI,"MA Chidambaram Stadium, Chepauk, Chennai",Hardik Pandya,2,0,13,0,6.5,3,1,0,0,0
2019,MI v CSK,MI,CSK,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Deepak Chahar,3.3,0,30,1,8.57,10,6,0,0,0
2019,MI v CSK,MI,CSK,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Harbhajan Singh,4,0,25,1,6.25,14,2,1,1,0
2019,MI v CSK,MI,CSK,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Ravindra Jadeja,4,0,18,0,4.5,14,2,0,0,0
2019,MI v CSK,MI,CSK,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Dwayne Bravo,3,0,25,0,8.33,1,1,0,0,0
2019,MI v CSK,MI,CSK,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Imran Tahir,4,0,33,2,8.25,8,4,0,1,0
2019,DC v SRH,DC,SRH,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Trent Boult,3,0,37,1,12.33,5,2,3,1,0
2019,DC v SRH,DC,SRH,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Ishant Sharma,4,0,34,2,8.5,10,5,1,0,0
2019,DC v SRH,DC,SRH,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Axar Patel,4,0,30,0,7.5,10,2,2,0,0
2019,DC v SRH,DC,SRH,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Amit Mishra,4,0,16,1,4,10,0,0,0,0
2019,DC v SRH,DC,SRH,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Keemo Paul,4,0,32,3,8,10,2,1,5,1
2019,DC v SRH,DC,SRH,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Sherfane Rutherford,1,0,11,0,11,1,1,0,1,0
2019,DC v SRH,DC,SRH,SRH,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Bhuvneshwar Kumar,4,0,42,2,10.5,12,4,3,2,0
2019,DC v SRH,DC,SRH,SRH,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Mohammad Nabi,4,0,29,0,7.25,10,1,2,0,0
2019,DC v SRH,DC,SRH,SRH,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Khaleel Ahmed,2.5,0,24,2,8.47,6,4,0,1,0
2019,DC v SRH,DC,SRH,SRH,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Rashid Khan,4,1,15,2,3.75,16,2,0,1,0
2019,DC v SRH,DC,SRH,SRH,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Basil Thampi,4,0,41,0,10.25,8,3,3,0,0
2019,DC v SRH,DC,SRH,SRH,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Deepak Hooda,1,0,13,1,13,0,0,1,1,0
2019,CSK v DC,CSK,DC,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Deepak Chahar,4,0,28,2,7,10,3,0,1,0
2019,CSK v DC,CSK,DC,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Shardul Thakur,1,0,13,0,13,2,3,0,0,0
2019,CSK v DC,CSK,DC,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Harbhajan Singh,4,0,31,2,7.75,8,3,1,0,0
2019,CSK v DC,CSK,DC,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Ravindra Jadeja,3,0,23,2,7.66,9,1,2,0,0
2019,CSK v DC,CSK,DC,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Imran Tahir,4,0,28,1,7,7,2,1,0,0
2019,CSK v DC,CSK,DC,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Dwayne Bravo,4,0,19,2,4.75,11,1,0,1,1
2019,CSK v DC,CSK,DC,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Trent Boult,4,0,20,1,5,11,2,0,0,0
2019,CSK v DC,CSK,DC,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Ishant Sharma,4,0,24,1,6,10,3,0,0,0
2019,CSK v DC,CSK,DC,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Axar Patel,4,0,32,1,8,10,2,2,0,0
2019,CSK v DC,CSK,DC,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Amit Mishra,4,0,21,1,5.25,9,2,0,0,0
2019,CSK v DC,CSK,DC,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Keemo Paul,3,0,49,0,16.33,5,5,3,2,0
2019,MI v CSK,MI,CSK,CSK,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Deepak Chahar,4,1,26,3,6.5,17,1,3,1,0
2019,MI v CSK,MI,CSK,CSK,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Shardul Thakur,4,0,37,2,9.25,10,0,4,0,0
2019,MI v CSK,MI,CSK,CSK,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Harbhajan Singh,4,0,27,0,6.75,7,3,0,1,0
2019,MI v CSK,MI,CSK,CSK,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Dwayne Bravo,3,0,24,0,8,7,4,0,1,0
2019,MI v CSK,MI,CSK,CSK,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Imran Tahir,3,0,23,2,7.66,7,0,2,0,0
2019,MI v CSK,MI,CSK,CSK,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Ravindra Jadeja,2,0,12,0,6,3,1,0,0,0
2019,MI v CSK,MI,CSK,MI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Mitchell McClenaghan,4,0,24,0,6,12,2,0,2,0
2019,MI v CSK,MI,CSK,MI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Krunal Pandya,3,0,39,1,13,8,3,4,0,0
2019,MI v CSK,MI,CSK,MI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lasith Malinga,4,0,49,1,12.25,7,5,2,1,0
2019,MI v CSK,MI,CSK,MI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Jasprit Bumrah,4,0,14,2,3.5,13,0,0,0,0
2019,MI v CSK,MI,CSK,MI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rahul Chahar,4,0,14,1,3.5,13,1,0,0,0
2019,MI v CSK,MI,CSK,MI,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hardik Pandya,1,0,3,0,3,4,0,0,1,0
2018,MI v CSK,MI,CSK,CSK,"Wankhede Stadium, Mumbai",Deepak Chahar,3,0,14,1,4.66,12,2,0,0,0
2018,MI v CSK,MI,CSK,CSK,"Wankhede Stadium, Mumbai",Shane Watson,4,0,29,2,7.25,12,1,2,1,0
2018,MI v CSK,MI,CSK,CSK,"Wankhede Stadium, Mumbai",Harbhajan Singh,2,0,14,0,7,3,1,0,0,0
2018,MI v CSK,MI,CSK,CSK,"Wankhede Stadium, Mumbai",Ravindra Jadeja,1,0,9,0,9,3,2,0,0,0
2018,MI v CSK,MI,CSK,CSK,"Wankhede Stadium, Mumbai",Mark Wood,4,0,49,0,12.25,6,6,2,1,0
2018,MI v CSK,MI,CSK,CSK,"Wankhede Stadium, Mumbai",Imran Tahir,2,0,23,1,11.5,4,3,1,0,0
2018,MI v CSK,MI,CSK,CSK,"Wankhede Stadium, Mumbai",Dwayne Bravo,4,0,25,0,6.25,9,3,0,0,0
